timestamp,sensor_id,temperature_c,cell_position_row,cell_position_col
2026-03-18 09:12:50,T01,35.0,1,1
2026-03-18 09:13:00,T01,34.9,1,1
2026-03-18 09:13:10,T01,35.0,1,1
2026-03-18 09:13:20,T01,34.9,1,1
2026-03-18 09:13:30,T01,35.0,1,1
2026-03-18 09:13:40,T01,35.0,1,1
2026-03-18 09:13:50,T01,35.0,1,1
2026-03-18 09:14:00,T01,35.2,1,1
2026-03-18 09:14:10,T01,35.1,1,1
2026-03-18 09:14:20,T01,35.2,1,1
2026-03-18 09:14:30,T01,35.2,1,1
2026-03-18 09:14:40,T01,35.3,1,1
2026-03-18 09:14:50,T01,35.3,1,1
2026-03-18 09:15:00,T01,35.3,1,1
2026-03-18 09:15:10,T01,35.3,1,1
2026-03-18 09:15:20,T01,35.3,1,1
2026-03-18 09:15:30,T01,35.2,1,1
2026-03-18 09:15:40,T01,35.2,1,1
2026-03-18 09:15:50,T01,35.3,1,1
2026-03-18 09:16:00,T01,35.3,1,1
2026-03-18 09:16:10,T01,35.4,1,1
2026-03-18 09:16:20,T01,35.4,1,1
2026-03-18 09:16:30,T01,35.4,1,1
2026-03-18 09:16:40,T01,35.6,1,1
2026-03-18 09:16:50,T01,35.5,1,1
2026-03-18 09:17:00,T01,35.6,1,1
2026-03-18 09:17:10,T01,35.4,1,1
2026-03-18 09:17:20,T01,35.5,1,1
2026-03-18 09:17:30,T01,35.5,1,1
2026-03-18 09:17:40,T01,35.5,1,1
2026-03-18 09:17:50,T01,35.6,1,1
2026-03-18 09:18:00,T01,35.4,1,1
2026-03-18 09:18:10,T01,35.6,1,1
2026-03-18 09:18:20,T01,35.6,1,1
2026-03-18 09:18:30,T01,35.6,1,1
2026-03-18 09:18:40,T01,35.5,1,1
2026-03-18 09:18:50,T01,35.7,1,1
2026-03-18 09:19:00,T01,35.6,1,1
2026-03-18 09:19:10,T01,35.7,1,1
2026-03-18 09:19:20,T01,35.7,1,1
2026-03-18 09:19:30,T01,35.8,1,1
2026-03-18 09:19:40,T01,35.7,1,1
2026-03-18 09:19:50,T01,35.6,1,1
2026-03-18 09:00:00,T02,25.3,1,2
2026-03-18 09:00:10,T02,25.8,1,2
2026-03-18 09:00:20,T02,26.0,1,2
2026-03-18 09:00:30,T02,26.3,1,2
2026-03-18 09:00:40,T02,26.7,1,2
2026-03-18 09:00:50,T02,26.7,1,2
2026-03-18 09:01:00,T02,27.1,1,2
2026-03-18 09:01:10,T02,27.3,1,2
2026-03-18 09:01:20,T02,27.6,1,2
2026-03-18 09:01:30,T02,27.8,1,2
2026-03-18 09:01:40,T02,28.2,1,2
2026-03-18 09:01:50,T02,28.3,1,2
2026-03-18 09:02:00,T02,28.5,1,2
2026-03-18 09:02:10,T02,28.7,1,2
2026-03-18 09:02:20,T02,29.1,1,2
2026-03-18 09:02:30,T02,29.3,1,2
2026-03-18 09:02:40,T02,29.6,1,2
2026-03-18 09:02:50,T02,29.9,1,2
2026-03-18 09:03:00,T02,29.9,1,2
2026-03-18 09:03:10,T02,30.0,1,2
2026-03-18 09:03:20,T02,30.0,1,2
2026-03-18 09:03:30,T02,30.4,1,2
2026-03-18 09:03:40,T02,30.5,1,2
2026-03-18 09:03:50,T02,30.7,1,2
2026-03-18 09:04:00,T02,30.8,1,2
2026-03-18 09:04:10,T02,31.0,1,2
2026-03-18 09:04:20,T02,31.3,1,2
2026-03-18 09:04:30,T02,31.4,1,2
2026-03-18 09:04:40,T02,31.5,1,2
2026-03-18 09:04:50,T02,31.6,1,2
2026-03-18 09:05:00,T02,31.6,1,2
2026-03-18 09:05:10,T02,31.9,1,2
2026-03-18 09:05:20,T02,32.0,1,2
2026-03-18 09:05:30,T02,32.3,1,2
2026-03-18 09:05:40,T02,32.3,1,2
2026-03-18 09:05:50,T02,32.5,1,2
2026-03-18 09:06:00,T02,32.5,1,2
2026-03-18 09:06:10,T02,32.5,1,2
2026-03-18 09:06:20,T02,32.7,1,2
2026-03-18 09:06:30,T02,32.8,1,2
2026-03-18 09:06:40,T02,33.1,1,2
2026-03-18 09:06:50,T02,33.0,1,2
2026-03-18 09:07:00,T02,33.2,1,2
2026-03-18 09:07:10,T02,33.1,1,2
2026-03-18 09:07:20,T02,33.4,1,2
2026-03-18 09:07:30,T02,33.4,1,2
2026-03-18 09:07:40,T02,33.5,1,2
2026-03-18 09:07:50,T02,33.6,1,2
2026-03-18 09:08:00,T02,33.6,1,2
2026-03-18 09:08:10,T02,33.8,1,2
2026-03-18 09:08:20,T02,33.8,1,2
2026-03-18 09:08:30,T02,33.8,1,2
2026-03-18 09:08:40,T02,33.8,1,2
2026-03-18 09:08:50,T02,34.0,1,2
2026-03-18 09:09:00,T02,34.2,1,2
2026-03-18 09:09:10,T02,34.2,1,2
2026-03-18 09:09:20,T02,34.2,1,2
2026-03-18 09:09:30,T02,34.3,1,2
2026-03-18 09:09:40,T02,34.4,1,2
2026-03-18 09:09:50,T02,34.4,1,2
2026-03-18 09:10:00,T02,34.4,1,2
2026-03-18 09:10:10,T02,34.6,1,2
2026-03-18 09:10:20,T02,34.6,1,2
2026-03-18 09:10:30,T02,34.7,1,2
2026-03-18 09:10:40,T02,34.7,1,2
2026-03-18 09:10:50,T02,34.6,1,2
2026-03-18 09:11:00,T02,34.6,1,2
2026-03-18 09:11:10,T02,34.9,1,2
2026-03-18 09:11:20,T02,35.0,1,2
2026-03-18 09:11:30,T02,34.9,1,2
2026-03-18 09:11:40,T02,34.9,1,2
2026-03-18 09:11:50,T02,35.1,1,2
2026-03-18 09:12:00,T02,34.9,1,2
2026-03-18 09:12:10,T02,35.0,1,2
2026-03-18 09:12:20,T02,35.1,1,2
2026-03-18 09:12:30,T02,35.1,1,2
2026-03-18 09:12:40,T02,35.1,1,2
2026-03-18 09:12:50,T02,35.2,1,2
2026-03-18 09:13:00,T02,35.2,1,2
2026-03-18 09:13:10,T02,35.4,1,2
2026-03-18 09:13:20,T02,35.3,1,2
2026-03-18 09:13:30,T02,35.4,1,2
2026-03-18 09:13:40,T02,35.2,1,2
2026-03-18 09:13:50,T02,35.4,1,2
2026-03-18 09:14:00,T02,35.3,1,2
2026-03-18 09:14:10,T02,35.3,1,2
2026-03-18 09:14:20,T02,35.4,1,2
2026-03-18 09:14:30,T02,35.4,1,2
2026-03-18 09:14:40,T02,35.6,1,2
2026-03-18 09:14:50,T02,35.4,1,2
2026-03-18 09:15:00,T02,35.5,1,2
2026-03-18 09:15:10,T02,35.5,1,2
2026-03-18 09:15:20,T02,35.6,1,2
2026-03-18 09:15:30,T02,35.7,1,2
2026-03-18 09:15:40,T02,35.7,1,2
2026-03-18 09:15:50,T02,35.8,1,2
2026-03-18 09:16:00,T02,35.7,1,2
2026-03-18 09:16:10,T02,35.6,1,2
2026-03-18 09:16:20,T02,35.7,1,2
2026-03-18 09:16:30,T02,35.7,1,2
2026-03-18 09:16:40,T02,35.8,1,2
2026-03-18 09:16:50,T02,35.7,1,2
2026-03-18 09:17:00,T02,35.8,1,2
2026-03-18 09:17:10,T02,35.8,1,2
2026-03-18 09:17:20,T02,36.0,1,2
2026-03-18 09:17:30,T02,36.0,1,2
2026-03-18 09:17:40,T02,35.8,1,2
2026-03-18 09:17:50,T02,35.8,1,2
2026-03-18 09:18:00,T02,35.8,1,2
2026-03-18 09:18:10,T02,35.8,1,2
2026-03-18 09:18:20,T02,35.9,1,2
2026-03-18 09:18:30,T02,36.0,1,2
2026-03-18 09:18:40,T02,35.9,1,2
2026-03-18 09:18:50,T02,35.9,1,2
2026-03-18 09:19:00,T02,35.8,1,2
2026-03-18 09:19:10,T02,35.9,1,2
2026-03-18 09:19:20,T02,35.9,1,2
2026-03-18 09:19:30,T02,35.9,1,2
2026-03-18 09:19:40,T02,35.9,1,2
2026-03-18 09:19:50,T02,36.0,1,2
2026-03-18 09:00:00,T03,24.6,1,3
2026-03-18 09:00:10,T03,25.2,1,3
2026-03-18 09:00:20,T03,25.3,1,3
2026-03-18 09:00:30,T03,25.6,1,3
2026-03-18 09:00:40,T03,26.1,1,3
2026-03-18 09:00:50,T03,26.5,1,3
2026-03-18 09:01:00,T03,26.4,1,3
2026-03-18 09:01:10,T03,26.8,1,3
2026-03-18 09:01:20,T03,27.1,1,3
2026-03-18 09:01:30,T03,27.4,1,3
2026-03-18 09:01:40,T03,27.5,1,3
2026-03-18 09:01:50,T03,27.8,1,3
2026-03-18 09:02:00,T03,28.1,1,3
2026-03-18 09:02:10,T03,28.3,1,3
2026-03-18 09:02:20,T03,28.4,1,3
2026-03-18 09:02:30,T03,28.6,1,3
2026-03-18 09:02:40,T03,28.8,1,3
2026-03-18 09:02:50,T03,29.0,1,3
2026-03-18 09:03:00,T03,29.2,1,3
2026-03-18 09:03:10,T03,29.5,1,3
2026-03-18 09:03:20,T03,29.6,1,3
2026-03-18 09:03:30,T03,29.8,1,3
2026-03-18 09:03:40,T03,30.1,1,3
2026-03-18 09:03:50,T03,30.2,1,3
2026-03-18 09:04:00,T03,30.3,1,3
2026-03-18 09:04:10,T03,30.5,1,3
2026-03-18 09:04:20,T03,30.6,1,3
2026-03-18 09:04:30,T03,30.7,1,3
2026-03-18 09:04:40,T03,30.9,1,3
2026-03-18 09:04:50,T03,31.0,1,3
2026-03-18 09:05:00,T03,31.4,1,3
2026-03-18 09:05:10,T03,31.4,1,3
2026-03-18 09:05:20,T03,31.5,1,3
2026-03-18 09:05:30,T03,31.5,1,3
2026-03-18 09:05:40,T03,31.6,1,3
2026-03-18 09:05:50,T03,31.9,1,3
2026-03-18 09:06:00,T03,31.9,1,3
2026-03-18 09:06:10,T03,32.1,1,3
2026-03-18 09:06:20,T03,32.0,1,3
2026-03-18 09:06:30,T03,32.3,1,3
2026-03-18 09:06:40,T03,32.4,1,3
2026-03-18 09:06:50,T03,32.4,1,3
2026-03-18 09:07:00,T03,32.5,1,3
2026-03-18 09:07:10,T03,32.7,1,3
2026-03-18 09:07:20,T03,32.7,1,3
2026-03-18 09:07:30,T03,32.8,1,3
2026-03-18 09:07:40,T03,32.9,1,3
2026-03-18 09:07:50,T03,33.0,1,3
2026-03-18 09:08:00,T03,33.1,1,3
2026-03-18 09:08:10,T03,33.3,1,3
2026-03-18 09:08:20,T03,33.0,1,3
2026-03-18 09:08:30,T03,33.3,1,3
2026-03-18 09:08:40,T03,33.4,1,3
2026-03-18 09:08:50,T03,33.4,1,3
2026-03-18 09:09:00,T03,33.5,1,3
2026-03-18 09:09:10,T03,33.4,1,3
2026-03-18 09:09:20,T03,33.6,1,3
2026-03-18 09:09:30,T03,33.8,1,3
2026-03-18 09:09:40,T03,33.6,1,3
2026-03-18 09:09:50,T03,33.9,1,3
2026-03-18 09:10:00,T03,33.8,1,3
2026-03-18 09:10:10,T03,33.9,1,3
2026-03-18 09:10:20,T03,33.9,1,3
2026-03-18 09:10:30,T03,34.0,1,3
2026-03-18 09:10:40,T03,34.2,1,3
2026-03-18 09:10:50,T03,34.2,1,3
2026-03-18 09:11:00,T03,34.3,1,3
2026-03-18 09:11:10,T03,34.3,1,3
2026-03-18 09:11:20,T03,34.3,1,3
2026-03-18 09:11:30,T03,34.4,1,3
2026-03-18 09:11:40,T03,34.4,1,3
2026-03-18 09:11:50,T03,34.4,1,3
2026-03-18 09:12:00,T03,34.4,1,3
2026-03-18 09:12:10,T03,34.5,1,3
2026-03-18 09:12:20,T03,34.4,1,3
2026-03-18 09:12:30,T03,34.6,1,3
2026-03-18 09:12:40,T03,34.5,1,3
2026-03-18 09:12:50,T03,34.7,1,3
2026-03-18 09:13:00,T03,34.6,1,3
2026-03-18 09:13:10,T03,34.8,1,3
2026-03-18 09:13:20,T03,34.8,1,3
2026-03-18 09:13:30,T03,34.9,1,3
2026-03-18 09:13:40,T03,34.8,1,3
2026-03-18 09:13:50,T03,34.7,1,3
2026-03-18 09:14:00,T03,34.8,1,3
2026-03-18 09:14:10,T03,34.7,1,3
2026-03-18 09:14:20,T03,34.8,1,3
2026-03-18 09:14:30,T03,35.0,1,3
2026-03-18 09:14:40,T03,35.0,1,3
2026-03-18 09:14:50,T03,34.9,1,3
2026-03-18 09:15:00,T03,34.9,1,3
2026-03-18 09:15:10,T03,35.0,1,3
2026-03-18 09:15:20,T03,34.9,1,3
2026-03-18 09:15:30,T03,35.0,1,3
2026-03-18 09:15:40,T03,35.1,1,3
2026-03-18 09:15:50,T03,35.2,1,3
2026-03-18 09:16:00,T03,35.1,1,3
2026-03-18 09:16:10,T03,34.9,1,3
2026-03-18 09:16:20,T03,35.1,1,3
2026-03-18 09:16:30,T03,35.1,1,3
2026-03-18 09:16:40,T03,35.2,1,3
2026-03-18 09:16:50,T03,35.3,1,3
2026-03-18 09:17:00,T03,35.0,1,3
2026-03-18 09:17:10,T03,35.2,1,3
2026-03-18 09:17:20,T03,35.3,1,3
2026-03-18 09:17:30,T03,35.1,1,3
2026-03-18 09:17:40,T03,35.4,1,3
2026-03-18 09:17:50,T03,35.3,1,3
2026-03-18 09:18:00,T03,35.3,1,3
2026-03-18 09:18:10,T03,35.2,1,3
2026-03-18 09:18:20,T03,35.4,1,3
2026-03-18 09:18:30,T03,35.4,1,3
2026-03-18 09:18:40,T03,35.3,1,3
2026-03-18 09:18:50,T03,35.4,1,3
2026-03-18 09:19:00,T03,35.4,1,3
2026-03-18 09:19:10,T03,35.3,1,3
2026-03-18 09:19:20,T03,35.4,1,3
2026-03-18 09:19:30,T03,35.4,1,3
2026-03-18 09:19:40,T03,35.4,1,3
2026-03-18 09:19:50,T03,35.5,1,3
2026-03-18 09:00:00,T04,25.6,2,1
2026-03-18 09:00:10,T04,26.1,2,1
2026-03-18 09:00:20,T04,26.2,2,1
2026-03-18 09:00:30,T04,26.5,2,1
2026-03-18 09:00:40,T04,26.9,2,1
2026-03-18 09:00:50,T04,27.2,2,1
2026-03-18 09:01:00,T04,27.4,2,1
2026-03-18 09:01:10,T04,27.8,2,1
2026-03-18 09:01:20,T04,28.0,2,1
2026-03-18 09:01:30,T04,28.3,2,1
2026-03-18 09:01:40,T04,28.5,2,1
2026-03-18 09:01:50,T04,28.9,2,1
2026-03-18 09:02:00,T04,28.9,2,1
2026-03-18 09:02:10,T04,29.0,2,1
2026-03-18 09:02:20,T04,29.5,2,1
2026-03-18 09:02:30,T04,29.5,2,1
2026-03-18 09:02:40,T04,29.8,2,1
2026-03-18 09:02:50,T04,30.1,2,1
2026-03-18 09:03:00,T04,30.0,2,1
2026-03-18 09:03:10,T04,30.3,2,1
2026-03-18 09:03:20,T04,30.4,2,1
2026-03-18 09:03:30,T04,30.6,2,1
2026-03-18 09:03:40,T04,30.9,2,1
2026-03-18 09:03:50,T04,31.1,2,1
2026-03-18 09:04:00,T04,31.2,2,1
2026-03-18 09:04:10,T04,31.3,2,1
2026-03-18 09:04:20,T04,31.3,2,1
2026-03-18 09:04:30,T04,31.7,2,1
2026-03-18 09:04:40,T04,31.8,2,1
2026-03-18 09:04:50,T04,32.0,2,1
2026-03-18 09:05:00,T04,32.1,2,1
2026-03-18 09:05:10,T04,32.2,2,1
2026-03-18 09:05:20,T04,32.4,2,1
2026-03-18 09:05:30,T04,32.5,2,1
2026-03-18 09:05:40,T04,32.6,2,1
2026-03-18 09:05:50,T04,32.7,2,1
2026-03-18 09:06:00,T04,32.8,2,1
2026-03-18 09:06:10,T04,33.0,2,1
2026-03-18 09:06:20,T04,33.1,2,1
2026-03-18 09:06:30,T04,33.1,2,1
2026-03-18 09:06:40,T04,33.3,2,1
2026-03-18 09:06:50,T04,33.3,2,1
2026-03-18 09:07:00,T04,33.4,2,1
2026-03-18 09:07:10,T04,33.6,2,1
2026-03-18 09:07:20,T04,33.5,2,1
2026-03-18 09:07:30,T04,33.6,2,1
2026-03-18 09:07:40,T04,33.7,2,1
2026-03-18 09:07:50,T04,33.7,2,1
2026-03-18 09:08:00,T04,33.9,2,1
2026-03-18 09:08:10,T04,34.1,2,1
2026-03-18 09:08:20,T04,34.1,2,1
2026-03-18 09:08:30,T04,34.2,2,1
2026-03-18 09:08:40,T04,34.3,2,1
2026-03-18 09:08:50,T04,34.4,2,1
2026-03-18 09:09:00,T04,34.4,2,1
2026-03-18 09:09:10,T04,34.6,2,1
2026-03-18 09:09:20,T04,34.5,2,1
2026-03-18 09:09:30,T04,34.5,2,1
2026-03-18 09:09:40,T04,34.6,2,1
2026-03-18 09:09:50,T04,34.6,2,1
2026-03-18 09:10:00,T04,34.7,2,1
2026-03-18 09:10:10,T04,34.8,2,1
2026-03-18 09:10:20,T04,34.9,2,1
2026-03-18 09:10:30,T04,35.1,2,1
2026-03-18 09:10:40,T04,34.9,2,1
2026-03-18 09:10:50,T04,35.0,2,1
2026-03-18 09:11:00,T04,35.0,2,1
2026-03-18 09:11:10,T04,35.1,2,1
2026-03-18 09:11:20,T04,35.1,2,1
2026-03-18 09:11:30,T04,35.0,2,1
2026-03-18 09:11:40,T04,35.3,2,1
2026-03-18 09:11:50,T04,35.2,2,1
2026-03-18 09:12:00,T04,35.3,2,1
2026-03-18 09:12:10,T04,35.3,2,1
2026-03-18 09:12:20,T04,35.3,2,1
2026-03-18 09:12:30,T04,35.5,2,1
2026-03-18 09:12:40,T04,35.4,2,1
2026-03-18 09:12:50,T04,35.5,2,1
2026-03-18 09:13:00,T04,35.6,2,1
2026-03-18 09:13:10,T04,35.7,2,1
2026-03-18 09:13:20,T04,35.6,2,1
2026-03-18 09:13:30,T04,35.5,2,1
2026-03-18 09:13:40,T04,35.7,2,1
2026-03-18 09:13:50,T04,35.7,2,1
2026-03-18 09:14:00,T04,35.8,2,1
2026-03-18 09:14:10,T04,35.8,2,1
2026-03-18 09:14:20,T04,35.8,2,1
2026-03-18 09:14:30,T04,35.8,2,1
2026-03-18 09:14:40,T04,36.0,2,1
2026-03-18 09:14:50,T04,36.0,2,1
2026-03-18 09:15:00,T04,35.9,2,1
2026-03-18 09:15:10,T04,35.9,2,1
2026-03-18 09:15:20,T04,36.0,2,1
2026-03-18 09:15:30,T04,35.9,2,1
2026-03-18 09:15:40,T04,36.0,2,1
2026-03-18 09:15:50,T04,36.0,2,1
2026-03-18 09:16:00,T04,36.0,2,1
2026-03-18 09:16:10,T04,35.9,2,1
2026-03-18 09:16:20,T04,35.9,2,1
2026-03-18 09:16:30,T04,35.9,2,1
2026-03-18 09:16:40,T04,36.0,2,1
2026-03-18 09:16:50,T04,36.0,2,1
2026-03-18 09:17:00,T04,36.1,2,1
2026-03-18 09:17:10,T04,36.3,2,1
2026-03-18 09:17:20,T04,36.2,2,1
2026-03-18 09:17:30,T04,36.1,2,1
2026-03-18 09:17:40,T04,36.2,2,1
2026-03-18 09:17:50,T04,36.1,2,1
2026-03-18 09:18:00,T04,36.2,2,1
2026-03-18 09:18:10,T04,36.2,2,1
2026-03-18 09:18:20,T04,36.3,2,1
2026-03-18 09:18:30,T04,36.2,2,1
2026-03-18 09:18:40,T04,36.3,2,1
2026-03-18 09:18:50,T04,36.2,2,1
2026-03-18 09:19:00,T04,36.3,2,1
2026-03-18 09:19:10,T04,36.5,2,1
2026-03-18 09:19:20,T04,36.3,2,1
2026-03-18 09:19:30,T04,36.4,2,1
2026-03-18 09:19:40,T04,36.3,2,1
2026-03-18 09:19:50,T04,36.4,2,1
2026-03-18 09:00:00,T05,26.1,2,2
2026-03-18 09:00:10,T05,26.3,2,2
2026-03-18 09:00:20,T05,26.8,2,2
2026-03-18 09:00:30,T05,27.0,2,2
2026-03-18 09:00:40,T05,27.4,2,2
2026-03-18 09:00:50,T05,27.7,2,2
2026-03-18 09:01:00,T05,27.9,2,2
2026-03-18 09:01:10,T05,28.1,2,2
2026-03-18 09:01:20,T05,28.4,2,2
2026-03-18 09:01:30,T05,28.6,2,2
2026-03-18 09:01:40,T05,29.0,2,2
2026-03-18 09:01:50,T05,29.0,2,2
2026-03-18 09:02:00,T05,29.3,2,2
2026-03-18 09:02:10,T05,29.4,2,2
2026-03-18 09:02:20,T05,29.7,2,2
2026-03-18 09:02:30,T05,30.1,2,2
2026-03-18 09:02:40,T05,30.3,2,2
2026-03-18 09:02:50,T05,30.4,2,2
2026-03-18 09:03:00,T05,30.5,2,2
2026-03-18 09:03:10,T05,30.6,2,2
2026-03-18 09:03:20,T05,30.9,2,2
2026-03-18 09:03:30,T05,31.4,2,2
2026-03-18 09:03:40,T05,31.4,2,2
2026-03-18 09:03:50,T05,31.5,2,2
2026-03-18 09:04:00,T05,31.7,2,2
2026-03-18 09:04:10,T05,31.7,2,2
2026-03-18 09:04:20,T05,31.9,2,2
2026-03-18 09:04:30,T05,32.1,2,2
2026-03-18 09:04:40,T05,32.3,2,2
2026-03-18 09:04:50,T05,32.5,2,2
2026-03-18 09:05:00,T05,32.6,2,2
2026-03-18 09:05:10,T05,32.7,2,2
2026-03-18 09:05:20,T05,32.7,2,2
2026-03-18 09:05:30,T05,33.0,2,2
2026-03-18 09:05:40,T05,33.2,2,2
2026-03-18 09:05:50,T05,33.1,2,2
2026-03-18 09:06:00,T05,33.2,2,2
2026-03-18 09:06:10,T05,33.5,2,2
2026-03-18 09:06:20,T05,33.5,2,2
2026-03-18 09:06:30,T05,33.7,2,2
2026-03-18 09:06:40,T05,33.7,2,2
2026-03-18 09:06:50,T05,33.9,2,2
2026-03-18 09:07:00,T05,33.9,2,2
2026-03-18 09:07:10,T05,34.0,2,2
2026-03-18 09:07:20,T05,34.2,2,2
2026-03-18 09:07:30,T05,34.1,2,2
2026-03-18 09:07:40,T05,34.2,2,2
2026-03-18 09:07:50,T05,34.3,2,2
2026-03-18 09:08:00,T05,34.4,2,2
2026-03-18 09:08:10,T05,34.4,2,2
2026-03-18 09:08:20,T05,34.6,2,2
2026-03-18 09:08:30,T05,34.6,2,2
2026-03-18 09:08:40,T05,34.8,2,2
2026-03-18 09:08:50,T05,34.6,2,2
2026-03-18 09:09:00,T05,34.8,2,2
2026-03-18 09:09:10,T05,34.8,2,2
2026-03-18 09:09:20,T05,34.9,2,2
2026-03-18 09:09:30,T05,35.1,2,2
2026-03-18 09:09:40,T05,35.1,2,2
2026-03-18 09:09:50,T05,35.1,2,2
2026-03-18 09:10:00,T05,35.2,2,2
2026-03-18 09:10:10,T05,35.3,2,2
2026-03-18 09:10:20,T05,35.2,2,2
2026-03-18 09:10:30,T05,35.4,2,2
2026-03-18 09:10:40,T05,35.5,2,2
2026-03-18 09:10:50,T05,35.5,2,2
2026-03-18 09:11:00,T05,35.6,2,2
2026-03-18 09:11:10,T05,35.6,2,2
2026-03-18 09:11:20,T05,35.8,2,2
2026-03-18 09:11:30,T05,35.6,2,2
2026-03-18 09:11:40,T05,35.7,2,2
2026-03-18 09:11:50,T05,35.7,2,2
2026-03-18 09:12:00,T05,35.7,2,2
2026-03-18 09:12:10,T05,35.7,2,2
2026-03-18 09:12:20,T05,35.8,2,2
2026-03-18 09:12:30,T05,35.9,2,2
2026-03-18 09:12:40,T05,35.9,2,2
2026-03-18 09:12:50,T05,36.0,2,2
2026-03-18 09:13:00,T05,35.9,2,2
2026-03-18 09:13:10,T05,36.1,2,2
2026-03-18 09:13:20,T05,36.1,2,2
2026-03-18 09:13:30,T05,36.1,2,2
2026-03-18 09:13:40,T05,36.1,2,2
2026-03-18 09:13:50,T05,36.2,2,2
2026-03-18 09:14:00,T05,36.2,2,2
2026-03-18 09:14:10,T05,36.1,2,2
2026-03-18 09:14:20,T05,36.2,2,2
2026-03-18 09:14:30,T05,36.3,2,2
2026-03-18 09:14:40,T05,36.2,2,2
2026-03-18 09:14:50,T05,36.3,2,2
2026-03-18 09:15:00,T05,36.2,2,2
2026-03-18 09:15:10,T05,36.4,2,2
2026-03-18 09:15:20,T05,36.5,2,2
2026-03-18 09:15:30,T05,36.4,2,2
2026-03-18 09:15:40,T05,36.4,2,2
2026-03-18 09:15:50,T05,36.2,2,2
2026-03-18 09:16:00,T05,36.3,2,2
2026-03-18 09:16:10,T05,36.4,2,2
2026-03-18 09:16:20,T05,36.4,2,2
2026-03-18 09:16:30,T05,36.6,2,2
